algorithm,k,superholderpriority,path,recall
transitive_alpha0.6,3,0,9,0
transitive_alpha0.6,3,1,9,1
transitive_alpha0.6,3,0,10,0
transitive_alpha0.6,3,1,10,1
transitive_alpha0.6,3,0,11,0
transitive_alpha0.6,3,1,11,1
transitive_alpha0.6,3,0,12,0
transitive_alpha0.6,3,1,12,1
transitive_alpha0.7,3,0,1,1
transitive_alpha0.7,3,1,1,1
transitive_alpha0.7,3,0,2,1
transitive_alpha0.7,3,1,2,1
transitive_alpha0.7,3,0,3,0.966666666666667
transitive_alpha0.7,3,1,3,0.972222222222222
transitive_alpha0.7,3,0,4,0.32183908045977
transitive_alpha0.7,3,1,4,0.96551724137931
transitive_alpha0.7,3,0,5,0.0277777777777778
transitive_alpha0.7,3,1,5,1
transitive_alpha0.7,3,0,6,0
transitive_alpha0.7,3,1,6,1
transitive_alpha0.7,3,0,7,0
transitive_alpha0.7,3,1,7,1
transitive_alpha0.7,3,0,8,0
transitive_alpha0.7,3,1,8,1
transitive_alpha0.7,3,0,9,0
transitive_alpha0.7,3,1,9,1
transitive_alpha0.7,3,0,10,0
transitive_alpha0.7,3,1,10,1
transitive_alpha0.7,3,0,11,0
transitive_alpha0.7,3,1,11,1
transitive_alpha0.7,3,0,12,0
transitive_alpha0.7,3,1,12,1
transitive_alpha0.8,3,0,1,0.997442455242967
transitive_alpha0.8,3,1,1,1
transitive_alpha0.8,3,0,2,0.969162995594714
transitive_alpha0.8,3,1,2,0.973568281938326
transitive_alpha0.8,3,0,3,0.966666666666667
transitive_alpha0.8,3,1,3,0.972222222222222
transitive_alpha0.8,3,0,4,0.574712643678161
transitive_alpha0.8,3,1,4,0.96551724137931
transitive_alpha0.8,3,0,5,0.416666666666667
transitive_alpha0.8,3,1,5,1
transitive_alpha0.8,3,0,6,0
transitive_alpha0.8,3,1,6,1
transitive_alpha0.8,3,0,7,0
transitive_alpha0.8,3,1,7,1
transitive_alpha0.8,3,0,8,0
transitive_alpha0.8,3,1,8,1
transitive_alpha0.8,3,0,9,0
transitive_alpha0.8,3,1,9,1
transitive_alpha0.8,3,0,10,0
transitive_alpha0.8,3,1,10,1
transitive_alpha0.8,3,0,11,0
transitive_alpha0.8,3,1,11,1
transitive_alpha0.8,3,0,12,0
transitive_alpha0.8,3,1,12,1
transitive_alpha0.9,3,0,1,0.997442455242967
transitive_alpha0.9,3,1,1,1
transitive_alpha0.9,3,0,2,0.969162995594714
transitive_alpha0.9,3,1,2,0.973568281938326
transitive_alpha0.9,3,0,3,0.966666666666667
transitive_alpha0.9,3,1,3,0.972222222222222
transitive_alpha0.9,3,0,4,0.574712643678161
transitive_alpha0.9,3,1,4,0.96551724137931
transitive_alpha0.9,3,0,5,0.444444444444444
transitive_alpha0.9,3,1,5,1
transitive_alpha0.9,3,0,6,0.526315789473684
transitive_alpha0.9,3,1,6,1
transitive_alpha0.9,3,0,7,0.75
transitive_alpha0.9,3,1,7,1
transitive_alpha0.9,3,0,8,0
transitive_alpha0.9,3,1,8,1
transitive_alpha0.9,3,0,9,0
transitive_alpha0.9,3,1,9,1
transitive_alpha0.9,3,0,10,0
transitive_alpha0.9,3,1,10,1
transitive_alpha0.9,3,0,11,0
transitive_alpha0.9,3,1,11,1
transitive_alpha0.9,3,0,12,0
transitive_alpha0.9,3,1,12,1
transitive_alpha0.999,3,0,1,0.997442455242967
transitive_alpha0.999,3,1,1,1
transitive_alpha0.999,3,0,2,0.969162995594714
transitive_alpha0.999,3,1,2,0.973568281938326
transitive_alpha0.999,3,0,3,0.966666666666667
transitive_alpha0.999,3,1,3,0.972222222222222
transitive_alpha0.999,3,0,4,0.597701149425287
transitive_alpha0.999,3,1,4,0.96551724137931
transitive_alpha0.999,3,0,5,0.472222222222222
transitive_alpha0.999,3,1,5,1
transitive_alpha0.999,3,0,6,0.526315789473684
transitive_alpha0.999,3,1,6,1
transitive_alpha0.999,3,0,7,0.75
transitive_alpha0.999,3,1,7,1
transitive_alpha0.999,3,0,8,0.133333333333333
transitive_alpha0.999,3,1,8,1
transitive_alpha0.999,3,0,9,0
transitive_alpha0.999,3,1,9,1
transitive_alpha0.999,3,0,10,0
transitive_alpha0.999,3,1,10,1
transitive_alpha0.999,3,0,11,0
transitive_alpha0.999,3,1,11,1
transitive_alpha0.999,3,0,12,0
transitive_alpha0.999,3,1,12,1
transitivedpi_alpha0.0,3,0,1,0.997442455242967
transitivedpi_alpha0.0,3,1,1,0.997442455242967
transitivedpi_alpha0.0,3,0,2,0
transitivedpi_alpha0.0,3,1,2,0
transitivedpi_alpha0.0,3,0,3,0
transitivedpi_alpha0.0,3,1,3,0
transitivedpi_alpha0.0,3,0,4,0
transitivedpi_alpha0.0,3,1,4,0
transitivedpi_alpha0.0,3,0,5,0
transitivedpi_alpha0.0,3,1,5,0
transitivedpi_alpha0.0,3,0,6,0
transitivedpi_alpha0.0,3,1,6,0
transitivedpi_alpha0.0,3,0,7,0
transitivedpi_alpha0.0,3,1,7,0
transitivedpi_alpha0.0,3,0,8,0
transitivedpi_alpha0.0,3,1,8,0
transitivedpi_alpha0.0,3,0,9,0
transitivedpi_alpha0.0,3,1,9,0
transitivedpi_alpha0.0,3,0,10,0
transitivedpi_alpha0.0,3,1,10,0
transitivedpi_alpha0.0,3,0,11,0
transitivedpi_alpha0.0,3,1,11,0
transitivedpi_alpha0.0,3,0,12,0
transitivedpi_alpha0.0,3,1,12,0
transitivedpi_alpha0.1,3,0,1,1
transitivedpi_alpha0.1,3,1,1,1
transitivedpi_alpha0.1,3,0,2,1
transitivedpi_alpha0.1,3,1,2,1
transitivedpi_alpha0.1,3,0,3,0.983333333333333
transitivedpi_alpha0.1,3,1,3,1
transitivedpi_alpha0.1,3,0,4,0
transitivedpi_alpha0.1,3,1,4,0.919540229885057
transitivedpi_alpha0.1,3,0,5,0
transitivedpi_alpha0.1,3,1,5,1
transitivedpi_alpha0.1,3,0,6,0
transitivedpi_alpha0.1,3,1,6,1
transitivedpi_alpha0.1,3,0,7,0
transitivedpi_alpha0.1,3,1,7,1
transitivedpi_alpha0.1,3,0,8,0
transitivedpi_alpha0.1,3,1,8,1
transitivedpi_alpha0.1,3,0,9,0
transitivedpi_alpha0.1,3,1,9,0.952380952380952
transitivedpi_alpha0.1,3,0,10,0
transitivedpi_alpha0.1,3,1,10,1
transitivedpi_alpha0.1,3,0,11,0
transitivedpi_alpha0.1,3,1,11,1
transitivedpi_alpha0.1,3,0,12,0
transitivedpi_alpha0.1,3,1,12,1
transitivedpi_alpha0.2,3,0,1,1
transitivedpi_alpha0.2,3,1,1,1
transitivedpi_alpha0.2,3,0,2,1
transitivedpi_alpha0.2,3,1,2,1
transitivedpi_alpha0.2,3,0,3,0.983333333333333
transitivedpi_alpha0.2,3,1,3,1
transitivedpi_alpha0.2,3,0,4,0
transitivedpi_alpha0.2,3,1,4,0.919540229885057
transitivedpi_alpha0.2,3,0,5,0
transitivedpi_alpha0.2,3,1,5,1
transitivedpi_alpha0.2,3,0,6,0
transitivedpi_alpha0.2,3,1,6,1
transitivedpi_alpha0.2,3,0,7,0
transitivedpi_alpha0.2,3,1,7,1
transitivedpi_alpha0.2,3,0,8,0
transitivedpi_alpha0.2,3,1,8,1
transitivedpi_alpha0.2,3,0,9,0
transitivedpi_alpha0.2,3,1,9,0.952380952380952
transitivedpi_alpha0.2,3,0,10,0
transitivedpi_alpha0.2,3,1,10,1
transitivedpi_alpha0.2,3,0,11,0
transitivedpi_alpha0.2,3,1,11,1
transitivedpi_alpha0.2,3,0,12,0
transitivedpi_alpha0.2,3,1,12,1
transitivedpi_alpha0.3,3,0,1,1
transitivedpi_alpha0.3,3,1,1,1
transitivedpi_alpha0.3,3,0,2,1
transitivedpi_alpha0.3,3,1,2,1
transitivedpi_alpha0.3,3,0,3,0.983333333333333
transitivedpi_alpha0.3,3,1,3,1
transitivedpi_alpha0.3,3,0,4,0
transitivedpi_alpha0.3,3,1,4,0.919540229885057
transitivedpi_alpha0.3,3,0,5,0
transitivedpi_alpha0.3,3,1,5,1
transitivedpi_alpha0.3,3,0,6,0
transitivedpi_alpha0.3,3,1,6,1
transitivedpi_alpha0.3,3,0,7,0
transitivedpi_alpha0.3,3,1,7,1
transitivedpi_alpha0.3,3,0,8,0
transitivedpi_alpha0.3,3,1,8,1
transitivedpi_alpha0.3,3,0,9,0
transitivedpi_alpha0.3,3,1,9,0.952380952380952
transitivedpi_alpha0.3,3,0,10,0
transitivedpi_alpha0.3,3,1,10,1
transitivedpi_alpha0.3,3,0,11,0
transitivedpi_alpha0.3,3,1,11,1
transitivedpi_alpha0.3,3,0,12,0
transitivedpi_alpha0.3,3,1,12,1
transitivedpi_alpha0.4,3,0,1,1
transitivedpi_alpha0.4,3,1,1,1
transitivedpi_alpha0.4,3,0,2,1
transitivedpi_alpha0.4,3,1,2,1
transitivedpi_alpha0.4,3,0,3,0.983333333333333
transitivedpi_alpha0.4,3,1,3,1
transitivedpi_alpha0.4,3,0,4,0
transitivedpi_alpha0.4,3,1,4,0.919540229885057
transitivedpi_alpha0.4,3,0,5,0
transitivedpi_alpha0.4,3,1,5,1
transitivedpi_alpha0.4,3,0,6,0
transitivedpi_alpha0.4,3,1,6,1
transitivedpi_alpha0.4,3,0,7,0
transitivedpi_alpha0.4,3,1,7,1
transitivedpi_alpha0.4,3,0,8,0
transitivedpi_alpha0.4,3,1,8,1
transitivedpi_alpha0.4,3,0,9,0
transitivedpi_alpha0.4,3,1,9,0.952380952380952
transitivedpi_alpha0.4,3,0,10,0
transitivedpi_alpha0.4,3,1,10,1
transitivedpi_alpha0.4,3,0,11,0
transitivedpi_alpha0.4,3,1,11,1
transitivedpi_alpha0.4,3,0,12,0
transitivedpi_alpha0.4,3,1,12,1
transitivedpi_alpha0.5,3,0,1,1
transitivedpi_alpha0.5,3,1,1,1
transitivedpi_alpha0.5,3,0,2,1
transitivedpi_alpha0.5,3,1,2,1
transitivedpi_alpha0.5,3,0,3,0.983333333333333
transitivedpi_alpha0.5,3,1,3,1
transitivedpi_alpha0.5,3,0,4,0.183908045977012
transitivedpi_alpha0.5,3,1,4,0.954022988505747
transitivedpi_alpha0.5,3,0,5,0
transitivedpi_alpha0.5,3,1,5,1
transitivedpi_alpha0.5,3,0,6,0
transitivedpi_alpha0.5,3,1,6,1
transitivedpi_alpha0.5,3,0,7,0
transitivedpi_alpha0.5,3,1,7,1
transitivedpi_alpha0.5,3,0,8,0
transitivedpi_alpha0.5,3,1,8,1
transitivedpi_alpha0.5,3,0,9,0
transitivedpi_alpha0.5,3,1,9,0.952380952380952
transitivedpi_alpha0.5,3,0,10,0
transitivedpi_alpha0.5,3,1,10,1
transitivedpi_alpha0.5,3,0,11,0
transitivedpi_alpha0.5,3,1,11,1
transitivedpi_alpha0.5,3,0,12,0
transitivedpi_alpha0.5,3,1,12,1
transitivedpi_alpha0.6,3,0,1,1
transitivedpi_alpha0.6,3,1,1,1
transitivedpi_alpha0.6,3,0,2,1
transitivedpi_alpha0.6,3,1,2,1
transitivedpi_alpha0.6,3,0,3,0.966666666666667
transitivedpi_alpha0.6,3,1,3,0.972222222222222
transitivedpi_alpha0.6,3,0,4,0.241379310344828
transitivedpi_alpha0.6,3,1,4,0.954022988505747
transitivedpi_alpha0.6,3,0,5,0
transitivedpi_alpha0.6,3,1,5,1
transitivedpi_alpha0.6,3,0,6,0
transitivedpi_alpha0.6,3,1,6,1
transitivedpi_alpha0.6,3,0,7,0
transitivedpi_alpha0.6,3,1,7,1
transitivedpi_alpha0.6,3,0,8,0
transitivedpi_alpha0.6,3,1,8,1
transitivedpi_alpha0.6,3,0,9,0
transitivedpi_alpha0.6,3,1,9,0.952380952380952
transitivedpi_alpha0.6,3,0,10,0
transitivedpi_alpha0.6,3,1,10,1
transitivedpi_alpha0.6,3,0,11,0
transitivedpi_alpha0.6,3,1,11,1
transitivedpi_alpha0.6,3,0,12,0
transitivedpi_alpha0.6,3,1,12,1
transitivedpi_alpha0.7,3,0,1,1
transitivedpi_alpha0.7,3,1,1,1
transitivedpi_alpha0.7,3,0,2,1
transitivedpi_alpha0.7,3,1,2,1
transitivedpi_alpha0.7,3,0,3,0.966666666666667
transitivedpi_alpha0.7,3,1,3,0.972222222222222
transitivedpi_alpha0.7,3,0,4,0.252873563218391
transitivedpi_alpha0.7,3,1,4,0.96551724137931
transitivedpi_alpha0.7,3,0,5,0
transitivedpi_alpha0.7,3,1,5,1
transitivedpi_alpha0.7,3,0,6,0
transitivedpi_alpha0.7,3,1,6,1
transitivedpi_alpha0.7,3,0,7,0
transitivedpi_alpha0.7,3,1,7,1
transitivedpi_alpha0.7,3,0,8,0
transitivedpi_alpha0.7,3,1,8,1
transitivedpi_alpha0.7,3,0,9,0
transitivedpi_alpha0.7,3,1,9,0.952380952380952
transitivedpi_alpha0.7,3,0,10,0
transitivedpi_alpha0.7,3,1,10,1
transitivedpi_alpha0.7,3,0,11,0
transitivedpi_alpha0.7,3,1,11,1
transitivedpi_alpha0.7,3,0,12,0
transitivedpi_alpha0.7,3,1,12,1
transitivedpi_alpha0.8,3,0,1,1
transitivedpi_alpha0.8,3,1,1,1
transitivedpi_alpha0.8,3,0,2,0.973568281938326
transitivedpi_alpha0.8,3,1,2,0.973568281938326
transitivedpi_alpha0.8,3,0,3,0.966666666666667
transitivedpi_alpha0.8,3,1,3,0.972222222222222
transitivedpi_alpha0.8,3,0,4,0.35632183908046
transitivedpi_alpha0.8,3,1,4,0.96551724137931
transitivedpi_alpha0.8,3,0,5,0.333333333333333
transitivedpi_alpha0.8,3,1,5,1
transitivedpi_alpha0.8,3,0,6,0
transitivedpi_alpha0.8,3,1,6,1
transitivedpi_alpha0.8,3,0,7,0
transitivedpi_alpha0.8,3,1,7,1
transitivedpi_alpha0.8,3,0,8,0
transitivedpi_alpha0.8,3,1,8,1
transitivedpi_alpha0.8,3,0,9,0
transitivedpi_alpha0.8,3,1,9,0.952380952380952
transitivedpi_alpha0.8,3,0,10,0
transitivedpi_alpha0.8,3,1,10,1
transitivedpi_alpha0.8,3,0,11,0
transitivedpi_alpha0.8,3,1,11,1
transitivedpi_alpha0.8,3,0,12,0
transitivedpi_alpha0.8,3,1,12,1
transitivedpi_alpha0.9,3,0,1,1
transitivedpi_alpha0.9,3,1,1,1
transitivedpi_alpha0.9,3,0,2,0.973568281938326
transitivedpi_alpha0.9,3,1,2,0.973568281938326
transitivedpi_alpha0.9,3,0,3,0.966666666666667
transitivedpi_alpha0.9,3,1,3,0.972222222222222
transitivedpi_alpha0.9,3,0,4,0.35632183908046
transitivedpi_alpha0.9,3,1,4,0.96551724137931
transitivedpi_alpha0.9,3,0,5,0.388888888888889
transitivedpi_alpha0.9,3,1,5,1
transitivedpi_alpha0.9,3,0,6,0.473684210526316
transitivedpi_alpha0.9,3,1,6,1
transitivedpi_alpha0.9,3,0,7,0.75
transitivedpi_alpha0.9,3,1,7,1
transitivedpi_alpha0.9,3,0,8,0
transitivedpi_alpha0.9,3,1,8,1
transitivedpi_alpha0.9,3,0,9,0
transitivedpi_alpha0.9,3,1,9,0.952380952380952
transitivedpi_alpha0.9,3,0,10,0
transitivedpi_alpha0.9,3,1,10,1
transitivedpi_alpha0.9,3,0,11,0
transitivedpi_alpha0.9,3,1,11,1
transitivedpi_alpha0.9,3,0,12,0
transitivedpi_alpha0.9,3,1,12,1
transitivedpi_alpha0.999,3,0,1,1
transitivedpi_alpha0.999,3,1,1,1
transitivedpi_alpha0.999,3,0,2,0.973568281938326
transitivedpi_alpha0.999,3,1,2,0.973568281938326
transitivedpi_alpha0.999,3,0,3,0.966666666666667
transitivedpi_alpha0.999,3,1,3,0.972222222222222
transitivedpi_alpha0.999,3,0,4,0.35632183908046
transitivedpi_alpha0.999,3,1,4,0.96551724137931
transitivedpi_alpha0.999,3,0,5,0.388888888888889
transitivedpi_alpha0.999,3,1,5,1
transitivedpi_alpha0.999,3,0,6,0.473684210526316
transitivedpi_alpha0.999,3,1,6,1
transitivedpi_alpha0.999,3,0,7,0.75
transitivedpi_alpha0.999,3,1,7,1
transitivedpi_alpha0.999,3,0,8,0.133333333333333
transitivedpi_alpha0.999,3,1,8,1
transitivedpi_alpha0.999,3,0,9,0
transitivedpi_alpha0.999,3,1,9,0.952380952380952
transitivedpi_alpha0.999,3,0,10,0
transitivedpi_alpha0.999,3,1,10,1
transitivedpi_alpha0.999,3,0,11,0
transitivedpi_alpha0.999,3,1,11,1
transitivedpi_alpha0.999,3,0,12,0
transitivedpi_alpha0.999,3,1,12,1
baseline,4,0,1,1
baseline,4,0,2,0
baseline,4,0,3,0
baseline,4,0,4,0
baseline,4,0,5,0
baseline,4,0,6,0
baseline,4,0,7,0
baseline,4,0,8,0
baseline,4,0,9,0
baseline,4,0,10,0
baseline,4,0,11,0
baseline,4,0,12,0
dpi,4,0,1,1
dpi,4,1,1,1
dpi,4,0,2,0
dpi,4,1,2,0
dpi,4,0,3,0
dpi,4,1,3,0
dpi,4,0,4,0
dpi,4,1,4,0
dpi,4,0,5,0
dpi,4,1,5,0
dpi,4,0,6,0
dpi,4,1,6,0
dpi,4,0,7,0
dpi,4,1,7,0
dpi,4,0,8,0
dpi,4,1,8,0
dpi,4,0,9,0
dpi,4,1,9,0
dpi,4,0,10,0
dpi,4,1,10,0
dpi,4,0,11,0
dpi,4,1,11,0
dpi,4,0,12,0
dpi,4,1,12,0
npi,4,0,1,1
npi,4,1,1,1
npi,4,0,2,0.982378854625551
npi,4,1,2,0.982378854625551
npi,4,0,3,0.905555555555556
npi,4,1,3,0.905555555555556
npi,4,0,4,0.919540229885057
npi,4,1,4,0.919540229885057
npi,4,0,5,1
npi,4,1,5,1
npi,4,0,6,1
npi,4,1,6,1
npi,4,0,7,1
npi,4,1,7,1
npi,4,0,8,1
npi,4,1,8,1
npi,4,0,9,0.952380952380952
npi,4,1,9,0.952380952380952
npi,4,0,10,1
npi,4,1,10,1
npi,4,0,11,1
npi,4,1,11,1
npi,4,0,12,1
npi,4,1,12,1
transitive_alpha0.0,4,0,1,1
transitive_alpha0.0,4,1,1,1
transitive_alpha0.0,4,0,2,0
transitive_alpha0.0,4,1,2,0
transitive_alpha0.0,4,0,3,0
transitive_alpha0.0,4,1,3,0
transitive_alpha0.0,4,0,4,0
transitive_alpha0.0,4,1,4,0
transitive_alpha0.0,4,0,5,0
transitive_alpha0.0,4,1,5,0
transitive_alpha0.0,4,0,6,0
transitive_alpha0.0,4,1,6,0
transitive_alpha0.0,4,0,7,0
transitive_alpha0.0,4,1,7,0
transitive_alpha0.0,4,0,8,0
transitive_alpha0.0,4,1,8,0
transitive_alpha0.0,4,0,9,0
transitive_alpha0.0,4,1,9,0
transitive_alpha0.0,4,0,10,0
transitive_alpha0.0,4,1,10,0
transitive_alpha0.0,4,0,11,0
transitive_alpha0.0,4,1,11,0
transitive_alpha0.0,4,0,12,0
transitive_alpha0.0,4,1,12,0
transitive_alpha0.1,4,0,1,1
transitive_alpha0.1,4,1,1,1
transitive_alpha0.1,4,0,2,1
transitive_alpha0.1,4,1,2,1
transitive_alpha0.1,4,0,3,0.994444444444444
transitive_alpha0.1,4,1,3,1
transitive_alpha0.1,4,0,4,0.885057471264368
transitive_alpha0.1,4,1,4,0.988505747126437
transitive_alpha0.1,4,0,5,0
transitive_alpha0.1,4,1,5,1
transitive_alpha0.1,4,0,6,0
transitive_alpha0.1,4,1,6,1
transitive_alpha0.1,4,0,7,0
transitive_alpha0.1,4,1,7,1
transitive_alpha0.1,4,0,8,0
transitive_alpha0.1,4,1,8,1
transitive_alpha0.1,4,0,9,0
transitive_alpha0.1,4,1,9,1
transitive_alpha0.1,4,0,10,0
transitive_alpha0.1,4,1,10,1
transitive_alpha0.1,4,0,11,0
transitive_alpha0.1,4,1,11,1
transitive_alpha0.1,4,0,12,0
transitive_alpha0.1,4,1,12,1
transitive_alpha0.2,4,0,1,1
transitive_alpha0.2,4,1,1,1
transitive_alpha0.2,4,0,2,1
transitive_alpha0.2,4,1,2,1
transitive_alpha0.2,4,0,3,0.994444444444444
transitive_alpha0.2,4,1,3,1
transitive_alpha0.2,4,0,4,0.885057471264368
transitive_alpha0.2,4,1,4,0.988505747126437
transitive_alpha0.2,4,0,5,0
transitive_alpha0.2,4,1,5,1
transitive_alpha0.2,4,0,6,0
transitive_alpha0.2,4,1,6,1
transitive_alpha0.2,4,0,7,0
transitive_alpha0.2,4,1,7,1
transitive_alpha0.2,4,0,8,0
transitive_alpha0.2,4,1,8,1
transitive_alpha0.2,4,0,9,0
transitive_alpha0.2,4,1,9,1
transitive_alpha0.2,4,0,10,0
transitive_alpha0.2,4,1,10,1
transitive_alpha0.2,4,0,11,0
transitive_alpha0.2,4,1,11,1
transitive_alpha0.2,4,0,12,0
transitive_alpha0.2,4,1,12,1
transitive_alpha0.3,4,0,1,1
transitive_alpha0.3,4,1,1,1
transitive_alpha0.3,4,0,2,1
transitive_alpha0.3,4,1,2,1
transitive_alpha0.3,4,0,3,0.994444444444444
transitive_alpha0.3,4,1,3,1
transitive_alpha0.3,4,0,4,0.942528735632184
transitive_alpha0.3,4,1,4,0.988505747126437
transitive_alpha0.3,4,0,5,0
transitive_alpha0.3,4,1,5,1
transitive_alpha0.3,4,0,6,0
transitive_alpha0.3,4,1,6,1
transitive_alpha0.3,4,0,7,0
transitive_alpha0.3,4,1,7,1
transitive_alpha0.3,4,0,8,0
transitive_alpha0.3,4,1,8,1
transitive_alpha0.3,4,0,9,0
transitive_alpha0.3,4,1,9,1
transitive_alpha0.3,4,0,10,0
transitive_alpha0.3,4,1,10,1
transitive_alpha0.3,4,0,11,0
transitive_alpha0.3,4,1,11,1
transitive_alpha0.3,4,0,12,0
transitive_alpha0.3,4,1,12,1
transitive_alpha0.4,4,0,1,1
transitive_alpha0.4,4,1,1,1
transitive_alpha0.4,4,0,2,1
transitive_alpha0.4,4,1,2,1
transitive_alpha0.4,4,0,3,0.994444444444444
transitive_alpha0.4,4,1,3,1
transitive_alpha0.4,4,0,4,0.942528735632184
transitive_alpha0.4,4,1,4,0.988505747126437
transitive_alpha0.4,4,0,5,0
transitive_alpha0.4,4,1,5,1
transitive_alpha0.4,4,0,6,0
transitive_alpha0.4,4,1,6,1
transitive_alpha0.4,4,0,7,0
transitive_alpha0.4,4,1,7,1
transitive_alpha0.4,4,0,8,0
transitive_alpha0.4,4,1,8,1
transitive_alpha0.4,4,0,9,0
transitive_alpha0.4,4,1,9,1
transitive_alpha0.4,4,0,10,0
transitive_alpha0.4,4,1,10,1
transitive_alpha0.4,4,0,11,0
transitive_alpha0.4,4,1,11,1
transitive_alpha0.4,4,0,12,0
transitive_alpha0.4,4,1,12,1
transitive_alpha0.5,4,0,1,1
transitive_alpha0.5,4,1,1,1
transitive_alpha0.5,4,0,2,1
transitive_alpha0.5,4,1,2,1
transitive_alpha0.5,4,0,3,1
transitive_alpha0.5,4,1,3,1
transitive_alpha0.5,4,0,4,0.942528735632184
transitive_alpha0.5,4,1,4,0.977011494252874
transitive_alpha0.5,4,0,5,0.0833333333333333
transitive_alpha0.5,4,1,5,1
transitive_alpha0.5,4,0,6,0
transitive_alpha0.5,4,1,6,1
transitive_alpha0.5,4,0,7,0
transitive_alpha0.5,4,1,7,1
transitive_alpha0.5,4,0,8,0
transitive_alpha0.5,4,1,8,1
transitive_alpha0.5,4,0,9,0
transitive_alpha0.5,4,1,9,1
transitive_alpha0.5,4,0,10,0
transitive_alpha0.5,4,1,10,1
transitive_alpha0.5,4,0,11,0
transitive_alpha0.5,4,1,11,1
transitive_alpha0.5,4,0,12,0
transitive_alpha0.5,4,1,12,1
transitive_alpha0.6,4,0,1,1
transitive_alpha0.6,4,1,1,1
transitive_alpha0.6,4,0,2,1
transitive_alpha0.6,4,1,2,1
transitive_alpha0.6,4,0,3,1
transitive_alpha0.6,4,1,3,1
transitive_alpha0.6,4,0,4,0.942528735632184
transitive_alpha0.6,4,1,4,0.977011494252874
transitive_alpha0.6,4,0,5,0.111111111111111
transitive_alpha0.6,4,1,5,1
transitive_alpha0.6,4,0,6,0
transitive_alpha0.6,4,1,6,1
transitive_alpha0.6,4,0,7,0
transitive_alpha0.6,4,1,7,1
transitive_alpha0.6,4,0,8,0
transitive_alpha0.6,4,1,8,1
transitive_alpha0.6,4,0,9,0
transitive_alpha0.6,4,1,9,1
transitive_alpha0.6,4,0,10,0
transitive_alpha0.6,4,1,10,1
transitive_alpha0.6,4,0,11,0
transitive_alpha0.6,4,1,11,1
transitive_alpha0.6,4,0,12,0
transitive_alpha0.6,4,1,12,1
transitive_alpha0.7,4,0,1,1
transitive_alpha0.7,4,1,1,1
transitive_alpha0.7,4,0,2,1
transitive_alpha0.7,4,1,2,1
transitive_alpha0.7,4,0,3,1
transitive_alpha0.7,4,1,3,1
transitive_alpha0.7,4,0,4,0.942528735632184
transitive_alpha0.7,4,1,4,0.977011494252874
transitive_alpha0.7,4,0,5,0.111111111111111
transitive_alpha0.7,4,1,5,1
transitive_alpha0.7,4,0,6,0
transitive_alpha0.7,4,1,6,1
transitive_alpha0.7,4,0,7,0
transitive_alpha0.7,4,1,7,1
transitive_alpha0.7,4,0,8,0
transitive_alpha0.7,4,1,8,1
transitive_alpha0.7,4,0,9,0
transitive_alpha0.7,4,1,9,1
transitive_alpha0.7,4,0,10,0
transitive_alpha0.7,4,1,10,1
transitive_alpha0.7,4,0,11,0
transitive_alpha0.7,4,1,11,1
transitive_alpha0.7,4,0,12,0
transitive_alpha0.7,4,1,12,1
transitive_alpha0.8,4,0,1,1
transitive_alpha0.8,4,1,1,1
transitive_alpha0.8,4,0,2,0.995594713656388
transitive_alpha0.8,4,1,2,1
transitive_alpha0.8,4,0,3,0.966666666666667
transitive_alpha0.8,4,1,3,0.972222222222222
transitive_alpha0.8,4,0,4,0.954022988505747
transitive_alpha0.8,4,1,4,0.977011494252874
transitive_alpha0.8,4,0,5,0.472222222222222
transitive_alpha0.8,4,1,5,1
transitive_alpha0.8,4,0,6,0.368421052631579
transitive_alpha0.8,4,1,6,1
transitive_alpha0.8,4,0,7,0
transitive_alpha0.8,4,1,7,1
transitive_alpha0.8,4,0,8,0
transitive_alpha0.8,4,1,8,1
transitive_alpha0.8,4,0,9,0
transitive_alpha0.8,4,1,9,1
transitive_alpha0.8,4,0,10,0
transitive_alpha0.8,4,1,10,1
transitive_alpha0.8,4,0,11,0
transitive_alpha0.8,4,1,11,1
transitive_alpha0.8,4,0,12,0
transitive_alpha0.8,4,1,12,1
transitive_alpha0.9,4,0,1,1
transitive_alpha0.9,4,1,1,1
transitive_alpha0.9,4,0,2,0.995594713656388
transitive_alpha0.9,4,1,2,1
transitive_alpha0.9,4,0,3,0.966666666666667
transitive_alpha0.9,4,1,3,0.972222222222222
transitive_alpha0.9,4,0,4,0.977011494252874
transitive_alpha0.9,4,1,4,0.977011494252874
transitive_alpha0.9,4,0,5,0.527777777777778
transitive_alpha0.9,4,1,5,1
transitive_alpha0.9,4,0,6,0.68421052631579
transitive_alpha0.9,4,1,6,1
transitive_alpha0.9,4,0,7,0.833333333333333
transitive_alpha0.9,4,1,7,1
transitive_alpha0.9,4,0,8,0.2
transitive_alpha0.9,4,1,8,1
transitive_alpha0.9,4,0,9,0.380952380952381
transitive_alpha0.9,4,1,9,1
transitive_alpha0.9,4,0,10,0.6875
transitive_alpha0.9,4,1,10,1
transitive_alpha0.9,4,0,11,0
transitive_alpha0.9,4,1,11,1
transitive_alpha0.9,4,0,12,0
transitive_alpha0.9,4,1,12,1
transitive_alpha0.999,4,0,1,1
transitive_alpha0.999,4,1,1,1
transitive_alpha0.999,4,0,2,0.995594713656388
transitive_alpha0.999,4,1,2,1
transitive_alpha0.999,4,0,3,0.966666666666667
transitive_alpha0.999,4,1,3,0.972222222222222
