algorithm,k,superholderpriority,path,recall
transitivedpi_alpha0.9,5,0,11,0
transitivedpi_alpha0.9,5,1,11,1
transitivedpi_alpha0.9,5,0,12,0
transitivedpi_alpha0.9,5,1,12,1
transitivedpi_alpha0.999,5,0,1,1
transitivedpi_alpha0.999,5,1,1,1
transitivedpi_alpha0.999,5,0,2,1
transitivedpi_alpha0.999,5,1,2,1
transitivedpi_alpha0.999,5,0,3,1
transitivedpi_alpha0.999,5,1,3,1
transitivedpi_alpha0.999,5,0,4,0.977011494252874
transitivedpi_alpha0.999,5,1,4,0.977011494252874
transitivedpi_alpha0.999,5,0,5,0.944444444444444
transitivedpi_alpha0.999,5,1,5,1
transitivedpi_alpha0.999,5,0,6,0.631578947368421
transitivedpi_alpha0.999,5,1,6,1
transitivedpi_alpha0.999,5,0,7,0.833333333333333
transitivedpi_alpha0.999,5,1,7,1
transitivedpi_alpha0.999,5,0,8,1
transitivedpi_alpha0.999,5,1,8,1
transitivedpi_alpha0.999,5,0,9,0.952380952380952
transitivedpi_alpha0.999,5,1,9,0.952380952380952
transitivedpi_alpha0.999,5,0,10,1
transitivedpi_alpha0.999,5,1,10,1
transitivedpi_alpha0.999,5,0,11,1
transitivedpi_alpha0.999,5,1,11,1
transitivedpi_alpha0.999,5,0,12,1
transitivedpi_alpha0.999,5,1,12,1
baseline,6,0,1,1
baseline,6,0,2,0
baseline,6,0,3,0
baseline,6,0,4,0
baseline,6,0,5,0
baseline,6,0,6,0
baseline,6,0,7,0
baseline,6,0,8,0
baseline,6,0,9,0
baseline,6,0,10,0
baseline,6,0,11,0
baseline,6,0,12,0
dpi,6,0,1,1
dpi,6,1,1,1
dpi,6,0,2,0
dpi,6,1,2,0
dpi,6,0,3,0
dpi,6,1,3,0
dpi,6,0,4,0
dpi,6,1,4,0
dpi,6,0,5,0
dpi,6,1,5,0
dpi,6,0,6,0
dpi,6,1,6,0
dpi,6,0,7,0
dpi,6,1,7,0
dpi,6,0,8,0
dpi,6,1,8,0
dpi,6,0,9,0
dpi,6,1,9,0
dpi,6,0,10,0
dpi,6,1,10,0
dpi,6,0,11,0
dpi,6,1,11,0
dpi,6,0,12,0
dpi,6,1,12,0
npi,6,0,1,1
npi,6,1,1,1
npi,6,0,2,0.982378854625551
npi,6,1,2,0.982378854625551
npi,6,0,3,0.905555555555556
npi,6,1,3,0.905555555555556
npi,6,0,4,0.919540229885057
npi,6,1,4,0.919540229885057
npi,6,0,5,1
npi,6,1,5,1
npi,6,0,6,1
npi,6,1,6,1
npi,6,0,7,1
npi,6,1,7,1
npi,6,0,8,1
npi,6,1,8,1
npi,6,0,9,0.952380952380952
npi,6,1,9,0.952380952380952
npi,6,0,10,1
npi,6,1,10,1
npi,6,0,11,1
npi,6,1,11,1
npi,6,0,12,1
npi,6,1,12,1
transitive_alpha0.0,6,0,1,1
transitive_alpha0.0,6,1,1,1
transitive_alpha0.0,6,0,2,0
transitive_alpha0.0,6,1,2,0
transitive_alpha0.0,6,0,3,0
transitive_alpha0.0,6,1,3,0
transitive_alpha0.0,6,0,4,0
transitive_alpha0.0,6,1,4,0
transitive_alpha0.0,6,0,5,0
transitive_alpha0.0,6,1,5,0
transitive_alpha0.0,6,0,6,0
transitive_alpha0.0,6,1,6,0
transitive_alpha0.0,6,0,7,0
transitive_alpha0.0,6,1,7,0
transitive_alpha0.0,6,0,8,0
transitive_alpha0.0,6,1,8,0
transitive_alpha0.0,6,0,9,0
transitive_alpha0.0,6,1,9,0
transitive_alpha0.0,6,0,10,0
transitive_alpha0.0,6,1,10,0
transitive_alpha0.0,6,0,11,0
transitive_alpha0.0,6,1,11,0
transitive_alpha0.0,6,0,12,0
transitive_alpha0.0,6,1,12,0
transitive_alpha0.1,6,0,1,1
transitive_alpha0.1,6,1,1,1
transitive_alpha0.1,6,0,2,1
transitive_alpha0.1,6,1,2,1
transitive_alpha0.1,6,0,3,1
transitive_alpha0.1,6,1,3,1
transitive_alpha0.1,6,0,4,0.977011494252874
transitive_alpha0.1,6,1,4,1
transitive_alpha0.1,6,0,5,0.972222222222222
transitive_alpha0.1,6,1,5,1
transitive_alpha0.1,6,0,6,0.68421052631579
transitive_alpha0.1,6,1,6,1
transitive_alpha0.1,6,0,7,0
transitive_alpha0.1,6,1,7,1
transitive_alpha0.1,6,0,8,0
transitive_alpha0.1,6,1,8,1
transitive_alpha0.1,6,0,9,0
transitive_alpha0.1,6,1,9,1
transitive_alpha0.1,6,0,10,0
transitive_alpha0.1,6,1,10,1
transitive_alpha0.1,6,0,11,0
transitive_alpha0.1,6,1,11,1
transitive_alpha0.1,6,0,12,0
transitive_alpha0.1,6,1,12,1
transitive_alpha0.2,6,0,1,1
transitive_alpha0.2,6,1,1,1
transitive_alpha0.2,6,0,2,1
transitive_alpha0.2,6,1,2,1
transitive_alpha0.2,6,0,3,1
transitive_alpha0.2,6,1,3,1
transitive_alpha0.2,6,0,4,0.977011494252874
transitive_alpha0.2,6,1,4,1
transitive_alpha0.2,6,0,5,0.972222222222222
transitive_alpha0.2,6,1,5,1
transitive_alpha0.2,6,0,6,0.68421052631579
transitive_alpha0.2,6,1,6,1
transitive_alpha0.2,6,0,7,0
transitive_alpha0.2,6,1,7,1
transitive_alpha0.2,6,0,8,0
transitive_alpha0.2,6,1,8,1
transitive_alpha0.2,6,0,9,0
transitive_alpha0.2,6,1,9,1
transitive_alpha0.2,6,0,10,0
transitive_alpha0.2,6,1,10,1
transitive_alpha0.2,6,0,11,0
transitive_alpha0.2,6,1,11,1
transitive_alpha0.2,6,0,12,0
transitive_alpha0.2,6,1,12,1
transitive_alpha0.3,6,0,1,1
transitive_alpha0.3,6,1,1,1
transitive_alpha0.3,6,0,2,1
transitive_alpha0.3,6,1,2,1
transitive_alpha0.3,6,0,3,1
transitive_alpha0.3,6,1,3,1
transitive_alpha0.3,6,0,4,0.977011494252874
transitive_alpha0.3,6,1,4,1
transitive_alpha0.3,6,0,5,0.972222222222222
transitive_alpha0.3,6,1,5,1
transitive_alpha0.3,6,0,6,0.736842105263158
transitive_alpha0.3,6,1,6,1
transitive_alpha0.3,6,0,7,0
transitive_alpha0.3,6,1,7,1
transitive_alpha0.3,6,0,8,0
transitive_alpha0.3,6,1,8,1
transitive_alpha0.3,6,0,9,0
transitive_alpha0.3,6,1,9,1
transitive_alpha0.3,6,0,10,0
transitive_alpha0.3,6,1,10,1
transitive_alpha0.3,6,0,11,0
transitive_alpha0.3,6,1,11,1
transitive_alpha0.3,6,0,12,0
transitive_alpha0.3,6,1,12,1
transitive_alpha0.4,6,0,1,1
transitive_alpha0.4,6,1,1,1
transitive_alpha0.4,6,0,2,1
transitive_alpha0.4,6,1,2,1
transitive_alpha0.4,6,0,3,1
transitive_alpha0.4,6,1,3,1
transitive_alpha0.4,6,0,4,0.977011494252874
transitive_alpha0.4,6,1,4,1
transitive_alpha0.4,6,0,5,0.972222222222222
transitive_alpha0.4,6,1,5,1
transitive_alpha0.4,6,0,6,0.736842105263158
transitive_alpha0.4,6,1,6,1
transitive_alpha0.4,6,0,7,0
transitive_alpha0.4,6,1,7,1
transitive_alpha0.4,6,0,8,0
transitive_alpha0.4,6,1,8,1
transitive_alpha0.4,6,0,9,0
transitive_alpha0.4,6,1,9,1
transitive_alpha0.4,6,0,10,0
transitive_alpha0.4,6,1,10,1
transitive_alpha0.4,6,0,11,0
transitive_alpha0.4,6,1,11,1
transitive_alpha0.4,6,0,12,0
transitive_alpha0.4,6,1,12,1
transitive_alpha0.5,6,0,1,1
transitive_alpha0.5,6,1,1,1
transitive_alpha0.5,6,0,2,1
transitive_alpha0.5,6,1,2,1
transitive_alpha0.5,6,0,3,1
transitive_alpha0.5,6,1,3,1
transitive_alpha0.5,6,0,4,0.977011494252874
transitive_alpha0.5,6,1,4,1
transitive_alpha0.5,6,0,5,0.972222222222222
transitive_alpha0.5,6,1,5,1
transitive_alpha0.5,6,0,6,1
transitive_alpha0.5,6,1,6,1
transitive_alpha0.5,6,0,7,0
transitive_alpha0.5,6,1,7,1
transitive_alpha0.5,6,0,8,0
transitive_alpha0.5,6,1,8,1
transitive_alpha0.5,6,0,9,0
transitive_alpha0.5,6,1,9,1
transitive_alpha0.5,6,0,10,0
transitive_alpha0.5,6,1,10,1
transitive_alpha0.5,6,0,11,0
transitive_alpha0.5,6,1,11,1
transitive_alpha0.5,6,0,12,0
transitive_alpha0.5,6,1,12,1
transitive_alpha0.6,6,0,1,1
transitive_alpha0.6,6,1,1,1
transitive_alpha0.6,6,0,2,1
transitive_alpha0.6,6,1,2,1
transitive_alpha0.6,6,0,3,1
transitive_alpha0.6,6,1,3,1
transitive_alpha0.6,6,0,4,0.977011494252874
transitive_alpha0.6,6,1,4,1
transitive_alpha0.6,6,0,5,0.972222222222222
transitive_alpha0.6,6,1,5,1
transitive_alpha0.6,6,0,6,1
transitive_alpha0.6,6,1,6,1
transitive_alpha0.6,6,0,7,0
transitive_alpha0.6,6,1,7,1
transitive_alpha0.6,6,0,8,0
transitive_alpha0.6,6,1,8,1
transitive_alpha0.6,6,0,9,0
transitive_alpha0.6,6,1,9,1
transitive_alpha0.6,6,0,10,0
transitive_alpha0.6,6,1,10,1
transitive_alpha0.6,6,0,11,0
transitive_alpha0.6,6,1,11,1
transitive_alpha0.6,6,0,12,0
transitive_alpha0.6,6,1,12,1
transitive_alpha0.7,6,0,1,1
transitive_alpha0.7,6,1,1,1
transitive_alpha0.7,6,0,2,1
transitive_alpha0.7,6,1,2,1
transitive_alpha0.7,6,0,3,1
transitive_alpha0.7,6,1,3,1
transitive_alpha0.7,6,0,4,0.977011494252874
transitive_alpha0.7,6,1,4,1
transitive_alpha0.7,6,0,5,0.972222222222222
transitive_alpha0.7,6,1,5,1
transitive_alpha0.7,6,0,6,1
transitive_alpha0.7,6,1,6,1
transitive_alpha0.7,6,0,7,0
transitive_alpha0.7,6,1,7,1
transitive_alpha0.7,6,0,8,0
transitive_alpha0.7,6,1,8,1
transitive_alpha0.7,6,0,9,0
transitive_alpha0.7,6,1,9,1
transitive_alpha0.7,6,0,10,0
transitive_alpha0.7,6,1,10,1
transitive_alpha0.7,6,0,11,0
transitive_alpha0.7,6,1,11,1
transitive_alpha0.7,6,0,12,0
transitive_alpha0.7,6,1,12,1
transitive_alpha0.8,6,0,1,1
transitive_alpha0.8,6,1,1,1
transitive_alpha0.8,6,0,2,1
transitive_alpha0.8,6,1,2,1
transitive_alpha0.8,6,0,3,1
transitive_alpha0.8,6,1,3,1
transitive_alpha0.8,6,0,4,1
transitive_alpha0.8,6,1,4,1
transitive_alpha0.8,6,0,5,1
transitive_alpha0.8,6,1,5,1
transitive_alpha0.8,6,0,6,1
transitive_alpha0.8,6,1,6,1
transitive_alpha0.8,6,0,7,0.75
transitive_alpha0.8,6,1,7,1
transitive_alpha0.8,6,0,8,0
transitive_alpha0.8,6,1,8,1
transitive_alpha0.8,6,0,9,0
transitive_alpha0.8,6,1,9,1
transitive_alpha0.8,6,0,10,0
transitive_alpha0.8,6,1,10,1
transitive_alpha0.8,6,0,11,0
transitive_alpha0.8,6,1,11,1
transitive_alpha0.8,6,0,12,0
transitive_alpha0.8,6,1,12,1
transitive_alpha0.9,6,0,1,1
transitive_alpha0.9,6,1,1,1
transitive_alpha0.9,6,0,2,1
transitive_alpha0.9,6,1,2,1
transitive_alpha0.9,6,0,3,1
transitive_alpha0.9,6,1,3,1
transitive_alpha0.9,6,0,4,1
transitive_alpha0.9,6,1,4,1
transitive_alpha0.9,6,0,5,1
transitive_alpha0.9,6,1,5,1
transitive_alpha0.9,6,0,6,1
transitive_alpha0.9,6,1,6,1
transitive_alpha0.9,6,0,7,0.833333333333333
transitive_alpha0.9,6,1,7,1
transitive_alpha0.9,6,0,8,1
transitive_alpha0.9,6,1,8,1
transitive_alpha0.9,6,0,9,1
transitive_alpha0.9,6,1,9,1
transitive_alpha0.9,6,0,10,0.6875
transitive_alpha0.9,6,1,10,1
transitive_alpha0.9,6,0,11,0
transitive_alpha0.9,6,1,11,1
transitive_alpha0.9,6,0,12,0
transitive_alpha0.9,6,1,12,1
transitive_alpha0.999,6,0,1,1
transitive_alpha0.999,6,1,1,1
transitive_alpha0.999,6,0,2,1
transitive_alpha0.999,6,1,2,1
transitive_alpha0.999,6,0,3,1
transitive_alpha0.999,6,1,3,1
transitive_alpha0.999,6,0,4,1
transitive_alpha0.999,6,1,4,1
transitive_alpha0.999,6,0,5,1
transitive_alpha0.999,6,1,5,1
transitive_alpha0.999,6,0,6,1
transitive_alpha0.999,6,1,6,1
transitive_alpha0.999,6,0,7,0.833333333333333
transitive_alpha0.999,6,1,7,1
transitive_alpha0.999,6,0,8,1
transitive_alpha0.999,6,1,8,1
transitive_alpha0.999,6,0,9,1
transitive_alpha0.999,6,1,9,1
transitive_alpha0.999,6,0,10,1
transitive_alpha0.999,6,1,10,1
transitive_alpha0.999,6,0,11,1
transitive_alpha0.999,6,1,11,1
transitive_alpha0.999,6,0,12,1
transitive_alpha0.999,6,1,12,1
transitivedpi_alpha0.0,6,0,1,0.997442455242967
transitivedpi_alpha0.0,6,1,1,0.997442455242967
transitivedpi_alpha0.0,6,0,2,0
transitivedpi_alpha0.0,6,1,2,0
transitivedpi_alpha0.0,6,0,3,0
transitivedpi_alpha0.0,6,1,3,0
transitivedpi_alpha0.0,6,0,4,0
transitivedpi_alpha0.0,6,1,4,0
transitivedpi_alpha0.0,6,0,5,0
transitivedpi_alpha0.0,6,1,5,0
transitivedpi_alpha0.0,6,0,6,0
transitivedpi_alpha0.0,6,1,6,0
transitivedpi_alpha0.0,6,0,7,0
transitivedpi_alpha0.0,6,1,7,0
transitivedpi_alpha0.0,6,0,8,0
transitivedpi_alpha0.0,6,1,8,0
transitivedpi_alpha0.0,6,0,9,0
transitivedpi_alpha0.0,6,1,9,0
transitivedpi_alpha0.0,6,0,10,0
transitivedpi_alpha0.0,6,1,10,0
transitivedpi_alpha0.0,6,0,11,0
transitivedpi_alpha0.0,6,1,11,0
transitivedpi_alpha0.0,6,0,12,0
transitivedpi_alpha0.0,6,1,12,0
transitivedpi_alpha0.1,6,0,1,1
transitivedpi_alpha0.1,6,1,1,1
transitivedpi_alpha0.1,6,0,2,1
transitivedpi_alpha0.1,6,1,2,1
transitivedpi_alpha0.1,6,0,3,1
transitivedpi_alpha0.1,6,1,3,1
transitivedpi_alpha0.1,6,0,4,0.977011494252874
transitivedpi_alpha0.1,6,1,4,1
transitivedpi_alpha0.1,6,0,5,0.944444444444444
transitivedpi_alpha0.1,6,1,5,1
transitivedpi_alpha0.1,6,0,6,0.68421052631579
transitivedpi_alpha0.1,6,1,6,1
transitivedpi_alpha0.1,6,0,7,0
transitivedpi_alpha0.1,6,1,7,1
transitivedpi_alpha0.1,6,0,8,0
transitivedpi_alpha0.1,6,1,8,1
transitivedpi_alpha0.1,6,0,9,0
transitivedpi_alpha0.1,6,1,9,0.952380952380952
transitivedpi_alpha0.1,6,0,10,0
transitivedpi_alpha0.1,6,1,10,1
transitivedpi_alpha0.1,6,0,11,0
transitivedpi_alpha0.1,6,1,11,1
transitivedpi_alpha0.1,6,0,12,0
transitivedpi_alpha0.1,6,1,12,1
transitivedpi_alpha0.2,6,0,1,1
transitivedpi_alpha0.2,6,1,1,1
transitivedpi_alpha0.2,6,0,2,1
transitivedpi_alpha0.2,6,1,2,1
transitivedpi_alpha0.2,6,0,3,1
transitivedpi_alpha0.2,6,1,3,1
transitivedpi_alpha0.2,6,0,4,0.977011494252874
transitivedpi_alpha0.2,6,1,4,1
transitivedpi_alpha0.2,6,0,5,0.944444444444444
transitivedpi_alpha0.2,6,1,5,1
transitivedpi_alpha0.2,6,0,6,0.68421052631579
transitivedpi_alpha0.2,6,1,6,1
transitivedpi_alpha0.2,6,0,7,0
transitivedpi_alpha0.2,6,1,7,1
transitivedpi_alpha0.2,6,0,8,0
transitivedpi_alpha0.2,6,1,8,1
transitivedpi_alpha0.2,6,0,9,0
transitivedpi_alpha0.2,6,1,9,0.952380952380952
transitivedpi_alpha0.2,6,0,10,0
transitivedpi_alpha0.2,6,1,10,1
transitivedpi_alpha0.2,6,0,11,0
transitivedpi_alpha0.2,6,1,11,1
transitivedpi_alpha0.2,6,0,12,0
transitivedpi_alpha0.2,6,1,12,1
transitivedpi_alpha0.3,6,0,1,1
transitivedpi_alpha0.3,6,1,1,1
transitivedpi_alpha0.3,6,0,2,1
transitivedpi_alpha0.3,6,1,2,1
transitivedpi_alpha0.3,6,0,3,1
transitivedpi_alpha0.3,6,1,3,1
transitivedpi_alpha0.3,6,0,4,0.977011494252874
transitivedpi_alpha0.3,6,1,4,1
transitivedpi_alpha0.3,6,0,5,0.944444444444444
transitivedpi_alpha0.3,6,1,5,1
transitivedpi_alpha0.3,6,0,6,0.68421052631579
transitivedpi_alpha0.3,6,1,6,1
transitivedpi_alpha0.3,6,0,7,0
transitivedpi_alpha0.3,6,1,7,1
transitivedpi_alpha0.3,6,0,8,0
transitivedpi_alpha0.3,6,1,8,1
transitivedpi_alpha0.3,6,0,9,0
transitivedpi_alpha0.3,6,1,9,0.952380952380952
transitivedpi_alpha0.3,6,0,10,0
transitivedpi_alpha0.3,6,1,10,1
transitivedpi_alpha0.3,6,0,11,0
transitivedpi_alpha0.3,6,1,11,1
transitivedpi_alpha0.3,6,0,12,0
transitivedpi_alpha0.3,6,1,12,1
transitivedpi_alpha0.4,6,0,1,1
transitivedpi_alpha0.4,6,1,1,1
transitivedpi_alpha0.4,6,0,2,1
transitivedpi_alpha0.4,6,1,2,1
transitivedpi_alpha0.4,6,0,3,1
transitivedpi_alpha0.4,6,1,3,1
transitivedpi_alpha0.4,6,0,4,0.977011494252874
transitivedpi_alpha0.4,6,1,4,1
transitivedpi_alpha0.4,6,0,5,0.944444444444444
transitivedpi_alpha0.4,6,1,5,1
transitivedpi_alpha0.4,6,0,6,0.68421052631579
transitivedpi_alpha0.4,6,1,6,1
transitivedpi_alpha0.4,6,0,7,0
transitivedpi_alpha0.4,6,1,7,1
transitivedpi_alpha0.4,6,0,8,0
transitivedpi_alpha0.4,6,1,8,1
transitivedpi_alpha0.4,6,0,9,0
transitivedpi_alpha0.4,6,1,9,0.952380952380952
transitivedpi_alpha0.4,6,0,10,0
transitivedpi_alpha0.4,6,1,10,1
transitivedpi_alpha0.4,6,0,11,0
transitivedpi_alpha0.4,6,1,11,1
transitivedpi_alpha0.4,6,0,12,0
transitivedpi_alpha0.4,6,1,12,1
transitivedpi_alpha0.5,6,0,1,1
transitivedpi_alpha0.5,6,1,1,1
transitivedpi_alpha0.5,6,0,2,1
transitivedpi_alpha0.5,6,1,2,1
transitivedpi_alpha0.5,6,0,3,1
transitivedpi_alpha0.5,6,1,3,1
transitivedpi_alpha0.5,6,0,4,0.977011494252874
transitivedpi_alpha0.5,6,1,4,1
transitivedpi_alpha0.5,6,0,5,0.972222222222222
transitivedpi_alpha0.5,6,1,5,1
transitivedpi_alpha0.5,6,0,6,0.68421052631579
transitivedpi_alpha0.5,6,1,6,1
transitivedpi_alpha0.5,6,0,7,0
transitivedpi_alpha0.5,6,1,7,1
transitivedpi_alpha0.5,6,0,8,0
transitivedpi_alpha0.5,6,1,8,1
transitivedpi_alpha0.5,6,0,9,0
transitivedpi_alpha0.5,6,1,9,0.952380952380952
transitivedpi_alpha0.5,6,0,10,0
transitivedpi_alpha0.5,6,1,10,1
transitivedpi_alpha0.5,6,0,11,0
transitivedpi_alpha0.5,6,1,11,1
transitivedpi_alpha0.5,6,0,12,0
transitivedpi_alpha0.5,6,1,12,1
transitivedpi_alpha0.6,6,0,1,1
transitivedpi_alpha0.6,6,1,1,1
transitivedpi_alpha0.6,6,0,2,1
transitivedpi_alpha0.6,6,1,2,1
transitivedpi_alpha0.6,6,0,3,1
transitivedpi_alpha0.6,6,1,3,1
transitivedpi_alpha0.6,6,0,4,0.977011494252874
transitivedpi_alpha0.6,6,1,4,1
transitivedpi_alpha0.6,6,0,5,0.972222222222222
transitivedpi_alpha0.6,6,1,5,1
transitivedpi_alpha0.6,6,0,6,0.947368421052632
transitivedpi_alpha0.6,6,1,6,1
transitivedpi_alpha0.6,6,0,7,0
transitivedpi_alpha0.6,6,1,7,1
transitivedpi_alpha0.6,6,0,8,0
transitivedpi_alpha0.6,6,1,8,1
transitivedpi_alpha0.6,6,0,9,0
transitivedpi_alpha0.6,6,1,9,0.952380952380952
transitivedpi_alpha0.6,6,0,10,0
transitivedpi_alpha0.6,6,1,10,1
transitivedpi_alpha0.6,6,0,11,0
transitivedpi_alpha0.6,6,1,11,1
transitivedpi_alpha0.6,6,0,12,0
transitivedpi_alpha0.6,6,1,12,1
transitivedpi_alpha0.7,6,0,1,1
transitivedpi_alpha0.7,6,1,1,1
transitivedpi_alpha0.7,6,0,2,1
transitivedpi_alpha0.7,6,1,2,1
transitivedpi_alpha0.7,6,0,3,1
transitivedpi_alpha0.7,6,1,3,1
transitivedpi_alpha0.7,6,0,4,0.977011494252874
transitivedpi_alpha0.7,6,1,4,1
transitivedpi_alpha0.7,6,0,5,0.972222222222222
transitivedpi_alpha0.7,6,1,5,1
transitivedpi_alpha0.7,6,0,6,0.947368421052632
transitivedpi_alpha0.7,6,1,6,1
transitivedpi_alpha0.7,6,0,7,0
transitivedpi_alpha0.7,6,1,7,1
transitivedpi_alpha0.7,6,0,8,0
transitivedpi_alpha0.7,6,1,8,1
transitivedpi_alpha0.7,6,0,9,0
transitivedpi_alpha0.7,6,1,9,0.952380952380952
transitivedpi_alpha0.7,6,0,10,0
transitivedpi_alpha0.7,6,1,10,1
transitivedpi_alpha0.7,6,0,11,0
transitivedpi_alpha0.7,6,1,11,1
transitivedpi_alpha0.7,6,0,12,0
transitivedpi_alpha0.7,6,1,12,1
transitivedpi_alpha0.8,6,0,1,1
transitivedpi_alpha0.8,6,1,1,1
transitivedpi_alpha0.8,6,0,2,1
transitivedpi_alpha0.8,6,1,2,1
transitivedpi_alpha0.8,6,0,3,1
transitivedpi_alpha0.8,6,1,3,1
transitivedpi_alpha0.8,6,0,4,0.977011494252874
transitivedpi_alpha0.8,6,1,4,1
transitivedpi_alpha0.8,6,0,5,0.972222222222222
transitivedpi_alpha0.8,6,1,5,1
transitivedpi_alpha0.8,6,0,6,0.947368421052632
transitivedpi_alpha0.8,6,1,6,1
transitivedpi_alpha0.8,6,0,7,0.75
transitivedpi_alpha0.8,6,1,7,1
transitivedpi_alpha0.8,6,0,8,0
transitivedpi_alpha0.8,6,1,8,1
transitivedpi_alpha0.8,6,0,9,0
transitivedpi_alpha0.8,6,1,9,0.952380952380952
transitivedpi_alpha0.8,6,0,10,0
transitivedpi_alpha0.8,6,1,10,1
transitivedpi_alpha0.8,6,0,11,0
transitivedpi_alpha0.8,6,1,11,1
transitivedpi_alpha0.8,6,0,12,0
transitivedpi_alpha0.8,6,1,12,1
transitivedpi_alpha0.9,6,0,1,1
transitivedpi_alpha0.9,6,1,1,1
transitivedpi_alpha0.9,6,0,2,1
transitivedpi_alpha0.9,6,1,2,1
transitivedpi_alpha0.9,6,0,3,1
transitivedpi_alpha0.9,6,1,3,1
transitivedpi_alpha0.9,6,0,4,0.977011494252874
transitivedpi_alpha0.9,6,1,4,1
transitivedpi_alpha0.9,6,0,5,0.972222222222222
transitivedpi_alpha0.9,6,1,5,1
transitivedpi_alpha0.9,6,0,6,0.947368421052632
transitivedpi_alpha0.9,6,1,6,1
transitivedpi_alpha0.9,6,0,7,0.833333333333333
transitivedpi_alpha0.9,6,1,7,1
transitivedpi_alpha0.9,6,0,8,0.933333333333333
transitivedpi_alpha0.9,6,1,8,1
transitivedpi_alpha0.9,6,0,9,0.142857142857143
transitivedpi_alpha0.9,6,1,9,0.952380952380952
transitivedpi_alpha0.9,6,0,10,0
transitivedpi_alpha0.9,6,1,10,1
transitivedpi_alpha0.9,6,0,11,0
transitivedpi_alpha0.9,6,1,11,1
transitivedpi_alpha0.9,6,0,12,0
transitivedpi_alpha0.9,6,1,12,1
transitivedpi_alpha0.999,6,0,1,1
transitivedpi_alpha0.999,6,1,1,1
transitivedpi_alpha0.999,6,0,2,1
transitivedpi_alpha0.999,6,1,2,1
transitivedpi_alpha0.999,6,0,3,1
transitivedpi_alpha0.999,6,1,3,1
transitivedpi_alpha0.999,6,0,4,1
transitivedpi_alpha0.999,6,1,4,1
transitivedpi_alpha0.999,6,0,5,1
transitivedpi_alpha0.999,6,1,5,1
transitivedpi_alpha0.999,6,0,6,0.947368421052632
transitivedpi_alpha0.999,6,1,6,1
transitivedpi_alpha0.999,6,0,7,0.833333333333333
transitivedpi_alpha0.999,6,1,7,1
transitivedpi_alpha0.999,6,0,8,1
transitivedpi_alpha0.999,6,1,8,1
transitivedpi_alpha0.999,6,0,9,0.952380952380952
transitivedpi_alpha0.999,6,1,9,0.952380952380952
transitivedpi_alpha0.999,6,0,10,1
transitivedpi_alpha0.999,6,1,10,1
transitivedpi_alpha0.999,6,0,11,1
transitivedpi_alpha0.999,6,1,11,1
transitivedpi_alpha0.999,6,0,12,1
transitivedpi_alpha0.999,6,1,12,1
baseline,7,0,1,1
baseline,7,0,2,0
baseline,7,0,3,0
baseline,7,0,4,0
baseline,7,0,5,0
baseline,7,0,6,0
baseline,7,0,7,0
baseline,7,0,8,0
baseline,7,0,9,0
baseline,7,0,10,0
baseline,7,0,11,0
baseline,7,0,12,0
dpi,7,0,1,1
dpi,7,1,1,1
dpi,7,0,2,0
dpi,7,1,2,0
dpi,7,0,3,0
dpi,7,1,3,0
dpi,7,0,4,0
dpi,7,1,4,0
dpi,7,0,5,0
dpi,7,1,5,0
dpi,7,0,6,0
dpi,7,1,6,0
dpi,7,0,7,0
dpi,7,1,7,0
dpi,7,0,8,0
dpi,7,1,8,0
dpi,7,0,9,0
dpi,7,1,9,0
dpi,7,0,10,0
dpi,7,1,10,0
dpi,7,0,11,0
dpi,7,1,11,0
dpi,7,0,12,0
dpi,7,1,12,0
npi,7,0,1,1
npi,7,1,1,1
npi,7,0,2,0.982378854625551
npi,7,1,2,0.982378854625551
npi,7,0,3,0.905555555555556
npi,7,1,3,0.905555555555556
npi,7,0,4,0.919540229885057
npi,7,1,4,0.919540229885057
npi,7,0,5,1
npi,7,1,5,1
npi,7,0,6,1
npi,7,1,6,1
npi,7,0,7,1
npi,7,1,7,1
npi,7,0,8,1
npi,7,1,8,1
npi,7,0,9,0.952380952380952
npi,7,1,9,0.952380952380952
npi,7,0,10,1
npi,7,1,10,1
npi,7,0,11,1
npi,7,1,11,1
npi,7,0,12,1
npi,7,1,12,1
transitive_alpha0.0,7,0,1,1
transitive_alpha0.0,7,1,1,1
transitive_alpha0.0,7,0,2,0
transitive_alpha0.0,7,1,2,0
transitive_alpha0.0,7,0,3,0
transitive_alpha0.0,7,1,3,0
transitive_alpha0.0,7,0,4,0
transitive_alpha0.0,7,1,4,0
transitive_alpha0.0,7,0,5,0
transitive_alpha0.0,7,1,5,0
transitive_alpha0.0,7,0,6,0
transitive_alpha0.0,7,1,6,0
transitive_alpha0.0,7,0,7,0
transitive_alpha0.0,7,1,7,0
transitive_alpha0.0,7,0,8,0
transitive_alpha0.0,7,1,8,0
transitive_alpha0.0,7,0,9,0
transitive_alpha0.0,7,1,9,0
transitive_alpha0.0,7,0,10,0
transitive_alpha0.0,7,1,10,0
transitive_alpha0.0,7,0,11,0
transitive_alpha0.0,7,1,11,0
transitive_alpha0.0,7,0,12,0
transitive_alpha0.0,7,1,12,0
transitive_alpha0.1,7,0,1,1
transitive_alpha0.1,7,1,1,1
transitive_alpha0.1,7,0,2,1
transitive_alpha0.1,7,1,2,1
transitive_alpha0.1,7,0,3,1
transitive_alpha0.1,7,1,3,1
transitive_alpha0.1,7,0,4,0.977011494252874
transitive_alpha0.1,7,1,4,1
